gender,text
How was your day? You deserve 
all the happiness, thank you 
for your kind and caring heart.
Mind following me?
-."
female,@SenSanders It`s really the Indians..and you are all migrants... remember that...
female,Oba cramping rn and I can't get up _Ù÷á
male,Ladies if a nigga keep tryna talk to u and u not interested just start telling him about your problems
female,"I was young and so were you
and time stood still and love was all we knew_Ù_¦"
female,This sub for English and chicano studies is really getting on my freakin nerves!
male,I went on a trip and came home to discover it had spoiled.
female,"Hi @Harry_Styles _Ù÷
@sparksflylarry 's birthday is today!! _Ù_â
so can you make her dream come true,
and follow her? Pls, she loves you _ÙÕ¥ 
-"
female,Expert Tips and Advice: How to give mind-blowing oral sex. https://t.co/TmquTuFP
male,"@HertzUK NYC would love to go and sample all the different cultures Ïö _ÙÑ_ _Ò_
#KeysMiami"
male,"#iwill deleting Face book app and viber for forget _Îµ
#still open whatsapp _Îµ÷¼"
female,"Hii @Harry_Styles
How was your day? You deserve 
all the happiness, thank you 
for your kind and caring heart.
Mind following me?
-."
female,@MercianQuartet yes thanks! And you?
male,PuckettÛªs Grocery and Restaurant made it onto the best restaurants in the nation! https://t.co/qcUEEnopR
male,I liked a @YouTube video from @mattbarton https://t.co/PqFPEIs Matt Chat : Anthony and Nicola Caulfield on From Bedrooms to
male,Bruh fuck work and school. How the fuck do you people do it????
female,school emotionally physically and mentally drains me
male,"All of a sudden I can't remember if I've crafted or pulled Baron Geddon, and I know my control warrior could use him."
female,Hi my name is Maia and I failed an exam today but I also just got  the biggest check I've ever gotten in my life and I am feeling blessed
female,"A History of Playing Cards and a Bibliography of Cards and Gaming by Hargrave, https://t.co/eLcIitLd https://t.co/ArFSldoiF"
female,@PhillipRelapse ew that's why i'm not playing BO i wasted so much money on my xb and scuf now i have to buy a shitty PS to play Bo.
female,So close to saying fuck school and becoming a stripper SO CLOSE
male,@johnnysimmons you love champagne and look at that cheesy grin xxxx https://t.co/iTUYoqzHgY
male,Wow @DanBarreiroKFAN you make Flip live on with you words and thank you for sharing something so hard for you thank you!
female,"Hii @Harry_Styles
How was your day? You deserve 
all the happiness, thank you 
for your kind and caring heart.
Mind following me?
-."
female,"The two hardest things we face when we lose a loved one, is accepting the loss and adjusting to the new life https://t.co/Fwejrt"
female,I feel like I need to get a real life version of this and invite my witchy online friends round. https://t.co/CgPYUBb
male,@tonyagolini right. IMO Jim Calhoun was the GAWD.  titles and was never mentioned as the best.
male,why does cooking take like six hours and eating like three seconds and washing dishes like seven days and seven nights #LifeYaUhuni
male,"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make cre... https://t.co/TPiYZpOjum"
male,Number crunching for the past week -  new follower and NO unfollowers. Stats via https://t.co/qceVqucTB
male,And I'll bring the cross  https://t.co/EeGhcAjop
female,"Hii @Harry_Styles
How was your day? You deserve 
all the happiness, thank you 
for your kind and caring heart.
Mind following me?
-."
female,Supergirl premieres tonight and I might actually cry
female,update: I didn't buy either costume and I'm really sad bc idk what to be
male,And it's not like every single white person is a racist. People really out here believing that and you sound stupid.
male,Save the date and be part of the change actors. https://t.co/uLpMJgRfT
female,and I don't want to be here if I can't be with you tonight
male,The only thing that really upsets me at school is seeing bullying take place it's wrong and anyone seeing it should not let it happen
female,giving up with actually doing work in the library and resorted to watching zoella
female,Between Then and Now  trees #horizons #horizon #sun #beam #ray #s https://t.co/XOshMrsRe @nsikder
female,"Hii @Harry_Styles
How was your day? You deserve 
all the happiness, thank you 
for your kind and caring heart.
Mind following me?
-."
female,@DWTS Tamar and Val
female,I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/VmIphpfrkP and Vote for your favorite!  #AMAs #OneDirection
male,"@RedlineRacing I was at Daz's funeral service today and found out about your tribute to him, lovely touch for a top guy"
male,@theavamcmaster oh yeah cause a few hellos and general invisibility has been doing you wonders
female,"Love this journal, lots of thoughtful articles and treasure! #tlchat #OZTL https://t.co/coSCzzAp"
female,"Hii @Harry_Styles
How was your day? You deserve 
all the happiness, thank you 
for your kind and caring heart.
Mind following me?
-."
male,@baddaydeluxe @Belengranados and i said go fuck yourself.
male,"If I nair my ass one more time and there is no one there to lick it, I'm going haute couture like those French chicks pits

Just saying"
male,"@thatgumyouliked @MikeChipperson Marx was an influence to Lenin and Trotsky, they started the Soviet Union and influenced Stalin."
male,"""Imma keep it and it's gonna be my lucky å¢ penny"""
male,"He Hears Us (//)
Û¢Û¢Û¢
ÛÏI love the LORD, because He has heard My voice and my supplications.Û_ https://t.co/qUUeQqaJV"
male,"@SlutOfUnova He lies down and rests his head in her lap, snuggling up and loving the warm feeling between her thighs."
female,i think my purse may have demagnetized it. they gave me a new one and an extra.
male,My most recent #handcarved wooden #spoons - Pleased with the variety in #design and how unique each #wood is! https://t.co/bGIBKUmV
female,And here is #birchbox number  for October! #benefitcosmetics #mascara #parlorshampooamdconditionerÛ_ https://t.co/dYqyrkc
female,"Weekend in London (well, Bexleyheath) has been ace - Bodean's, South Bank, Mudchute Farm and then Millwall tomorrow. Whoop!"
female,"Baths too. Throw some baking soda in there and bam, feel brand new!"
female,@dxmnitdani This fandom has never been able to separate character and ship though. It's not SW fans fault that they see the word 'Skye'
female,Sign-up with Sharaf DG and win awesome prizes! https://t.co/tEKzIpxfo via @sharafdg
female,We became friends becuase of you @MadisonElleBeer and on Friday we met _ü @BornInBieber we love u Madison https://t.co/BqgBPQEh
female,#quoteoftheday #motivation We must take the #first step and #decide to #change &gt; https://t.co/QxEvYzRUA https://t.co/QdAFTDCFd
male,"@gregmparks @nastywilldc @PWTorch I think if Lesnar would have come save Taker, he would be respected and cheered from the crowd."
female,"I say that Obama thinks that America went black and gone back...
I say that America will propably go for woman... Lol."
male,Bow wow threw on a pair of retro 's and started giving NBA players + _Ù÷__Ù÷__Ù÷__Ù÷_ lmaoooo wavy movie though Ï__Ù_
male,"If you take more than  minutes to respond to a text and I'm still in the conversation, consider yourself special to me"
female,https://t.co/QlmjpsVDz   download #bokep irish and thai  #ngentot #memek #bugil #bispak
female,I am made for bigger things and will neva settle for anything less
male,"Tribalists, racists and xenophobes disgusts me immensely."
female,To the customer who didn't let me explain the deal and ended up paying more: https://t.co/wTDToUx
female,Twitter user comes for Wizkid over an event in the north he accepted to do and cancelledÛ_ https://t.co/wOkapr https://t.co/UeqApK
male,"Birds need a nest and they still fly. / At , Feminist Gloria Steinem Finds Herself Free Of The 'Demands Of Gender' https://t.co/kvtwvjMU"
male,"I'm gonna spite you &amp; not raise celebrations but remind you of that night when we were tired and zoning out :"") @KhanyiGee cc @owamzee_"
male,"Get the idis in the sheets, Imma eat and go to sleep"
male,"@adamspink @Junipah I can certainly recommend it, great visit, been there a few times.....and I pass it every day!!"
male,"Y'all favorite rappers dont know rhe difference betweem There,Their,They're and where,Were,We're"
female,The fake Instagram accounts just get more and more creative _Ù÷â #/foreffort _ÙÔ
male,"Lego""@AyoMiideO_: And let the locking tummy process begin. _Ù÷©"""
male,@alyssacoren Your voice is amazing and do you sing a lot on video ?
male,"Did you ever read something in the gospels and wonder, ""Why did Jesus do that?"" https://t.co/QTDxKPeVEL https://t.co/mRkAanItU"
female,My Harry Potter movie marathon is almost over..deathly hallows part  and  here I come!!
male,"High school mindset gets you nowhere fr.
Handle ya problems and talk like an adult."
male,"@HALSTlEL I think heÛªs easy to cosplay, and I have cosplayed him, but IÛªm probably an exception."
male,@porsche At the wheel Atwood and Hermann
female,@alerod @Caylzbby um ouch..... and well hello there Alexis.
male,Did I hurt you ever before because I feel like I did.But I promise you I can and I will make you laugh definitely.Believe me.@Sulagna
male,I come back from lunch and there's a big spider on my desk _Ù¥á_Ù¥á https://t.co/cbMeWDza
male,"@BlizzardCS *rocks back and forth anxiously*

*spins around in chair aimlessly*"
female,My new room is finally done and it's so pretty _ÙÕ¥_Ù÷È
male,It's   and Bob Marley is on the radio. Coincidence? I think not.
female,simple things remix with Chris brown and future makes my life
female,% and I left my charger on the bus _Ù÷É
female,#Win A Family pack of Dreamfields Pasta and a $ gift card! @HealthyPasta #HealthyPastaMonth #giveaway https://t.co/WQwcOyKTZw
male,@tinyxicana a lot of her songs are beautiful and she has a couple of films in spanish as well
female,https://t.co/gzdSBlzk   download #bokep irish and thai  #ngentot #memek #bugil #bispak
male,@DaftLimmy all work and no play made him a dull boy probably
female,I just realized my post run pics are terrifying and my basement looks like a dungeon. #runnerprobs #notamodel #crookednose #yuck
female,@kelsey___rose and I need both more than anything _Ù÷÷_ÙÕÝ_ÙÕ_
female,In Liberating Jesus Roberta offers compelling evidence that the earliest Christians misunderstood the meaning and... https://t.co/NqktxgU
male,The difference between being  and watching Cartoon Network and being  and watching the Disney Channel is pedophilia.
female,OK UMM YOU CANT SAY FUCK  and then call them when shit pop off
male,@ewenmurray @PaulLawriegolf @MontroseMercant is the better club attached of course... Top course. Try get - thru  and pray...
female,guess it all depends on the person... and the statement.
male,"@Opera is there a way to automatically use Opera Turbo when on G, and turn it off when on WiFi? I don't see a way."
